customer_id,signup_date,customer_segment,location,acquisition_channel,age,gender
C04683,01-05-2024,low,Delhi,ads,48,female
C04684,23-04-2025,medium,Jaipur,ads,46,female
C04685,10-09-2025,low,Delhi,referral,54,female
C04686,05-04-2024,high,Jaipur,ads,34,female
C04687,17-02-2025,low,Kolkata,organic,36,male
C04688,22-08-2024,medium,Pune,organic,38,male
C04689,02-03-2024,medium,Mumbai,organic,34,female
C04690,12-09-2024,medium,Mumbai,ads,40,male
C04691,14-07-2025,low,Delhi,ads,18,female
C04692,13-12-2024,high,Chennai,ads,37,female
C04693,01-11-2025,medium,Hyderabad,organic,21,female
C04694,03-05-2024,medium,Hyderabad,ads,25,male
C04695,26-04-2025,low,Mumbai,ads,42,female
C04696,12-11-2024,high,Pune,referral,33,male
C04697,18-05-2025,high,Hyderabad,ads,41,female
C04698,19-12-2025,medium,Bhubaneswar,organic,32,female
C04699,17-02-2024,medium,Hyderabad,organic,46,female
C04700,12-02-2025,medium,Ahmedabad,organic,32,male
C04701,15-05-2024,medium,Jaipur,ads,18,female
C04702,19-07-2024,low,Mumbai,ads,37,female
C04703,06-09-2024,low,Pune,organic,18,male
C04704,09-11-2024,medium,Chennai,organic,20,female
C04705,02-01-2025,high,Delhi,organic,26,female
C04706,04-03-2025,medium,Bangalore,referral,24,female
C04707,24-04-2025,high,Kolkata,organic,29,male
C04708,09-11-2024,low,Mumbai,organic,24,female
C04709,14-05-2025,medium,Pune,organic,20,female
C04710,21-12-2025,medium,Delhi,ads,50,female
C04711,20-12-2024,medium,Bangalore,ads,28,female
C04712,29-04-2025,low,Ahmedabad,referral,18,male
C04713,29-07-2024,high,Mumbai,organic,31,male
C04714,04-12-2025,medium,Chennai,ads,23,male
C04715,13-02-2024,high,Kolkata,organic,26,male
C04716,24-06-2025,low,Bangalore,referral,42,female
C04717,24-07-2025,low,Chennai,organic,30,male
C04718,05-08-2025,medium,Hyderabad,organic,23,female
C04719,01-04-2024,medium,Delhi,ads,39,female
C04720,21-09-2024,low,Mumbai,organic,46,male
C04721,07-08-2024,medium,Delhi,organic,40,male
C04722,17-03-2025,medium,Bangalore,ads,18,female
C04723,04-02-2025,medium,Bhubaneswar,ads,23,male
C04724,03-02-2025,medium,Bhubaneswar,ads,35,male
C04725,27-12-2025,high,Kolkata,ads,32,female
C04726,29-07-2025,low,Hyderabad,ads,31,female
C04727,04-05-2025,medium,Ahmedabad,ads,25,female
C04728,29-04-2025,high,Pune,ads,20,female
C04729,14-04-2025,low,Mumbai,ads,55,female
C04730,27-07-2025,medium,Mumbai,organic,35,male
C04731,12-11-2025,high,Bangalore,organic,41,other
C04732,20-03-2025,medium,Bhubaneswar,ads,35,male
C04733,25-09-2024,low,Jaipur,ads,35,female
C04734,23-09-2024,low,Ahmedabad,ads,34,female
C04735,23-02-2024,low,Bangalore,organic,23,female
C04736,11-06-2025,low,Ahmedabad,organic,19,other
C04737,03-06-2025,high,Jaipur,organic,38,male
C04738,07-09-2025,medium,Bhubaneswar,organic,36,male
C04739,28-02-2024,low,Chennai,ads,44,male
C04740,09-02-2024,medium,Jaipur,ads,42,male
C04741,24-08-2024,medium,Bangalore,ads,26,female
C04742,20-01-2025,medium,Pune,ads,46,male
C04743,28-08-2025,medium,Ahmedabad,referral,42,female
C04744,16-12-2025,low,Hyderabad,referral,41,female
C04745,11-10-2025,medium,Bangalore,ads,57,male
C04746,26-10-2024,medium,Chennai,referral,55,male
C04747,29-01-2025,low,Pune,ads,41,male
C04748,25-07-2024,medium,Bhubaneswar,referral,40,female
C04749,01-12-2024,high,Kolkata,referral,45,female
C04750,15-08-2025,medium,Mumbai,referral,29,male
C04751,30-12-2025,low,Jaipur,ads,29,male
C04752,28-05-2025,low,Mumbai,ads,41,male
C04753,26-06-2024,low,Bangalore,ads,26,male
C04754,30-01-2025,low,Bhubaneswar,organic,40,female
C04755,05-01-2025,medium,Delhi,organic,36,female
C04756,19-10-2025,low,Pune,referral,26,female
C04757,13-11-2024,low,Hyderabad,organic,35,female
C04758,03-01-2025,high,Mumbai,ads,48,male
C04759,18-01-2025,high,Ahmedabad,organic,35,male
C04760,02-03-2024,low,Chennai,organic,35,female
C04761,19-05-2025,low,Mumbai,referral,38,male
C04762,26-08-2024,low,Bangalore,referral,39,male
C04763,13-07-2024,low,Pune,ads,31,female
C04764,08-11-2025,medium,Pune,organic,38,male
C04765,09-08-2024,medium,Jaipur,ads,24,female
C04766,01-03-2024,medium,Delhi,ads,27,female
C04767,08-05-2024,high,Jaipur,organic,28,male
C04768,15-11-2025,low,Kolkata,organic,39,male
C04769,04-06-2024,medium,Hyderabad,ads,36,male
C04770,12-01-2025,medium,Bhubaneswar,organic,33,female
C04771,13-09-2025,medium,Bangalore,ads,41,male
C04772,08-08-2025,medium,Bangalore,organic,38,female
C04773,12-03-2025,high,Bhubaneswar,ads,32,female
C04774,25-07-2024,medium,Bhubaneswar,organic,24,male
C04775,22-01-2025,high,Bhubaneswar,referral,26,female
C04776,24-04-2025,high,Delhi,ads,20,female
C04777,05-12-2024,low,Bhubaneswar,organic,36,male
C04778,05-12-2024,high,Bhubaneswar,ads,26,female
C04779,22-07-2024,medium,Mumbai,referral,30,female
C04780,09-06-2024,medium,Ahmedabad,ads,33,male
C04781,23-06-2025,medium,Pune,ads,45,male
C04782,26-01-2025,high,Bhubaneswar,organic,44,male
C04783,07-11-2025,low,Mumbai,ads,34,male
C04784,28-07-2025,low,Kolkata,ads,47,male
C04785,17-06-2025,medium,Pune,ads,18,female
C04786,10-03-2024,medium,Hyderabad,referral,53,male
C04787,08-02-2025,low,Pune,organic,41,male
C04788,30-08-2025,low,Delhi,organic,36,male
C04789,05-11-2025,medium,Bhubaneswar,referral,26,female
C04790,13-08-2025,high,Pune,ads,30,male
C04791,31-05-2025,medium,Kolkata,organic,41,male
C04792,29-04-2024,medium,Delhi,organic,41,male
C04793,20-11-2025,high,Bhubaneswar,referral,41,female
C04794,18-11-2025,medium,Jaipur,organic,27,female
C04795,04-08-2024,medium,Pune,organic,25,male
C04796,25-02-2024,medium,Bhubaneswar,organic,36,male
C04797,31-12-2024,low,Jaipur,referral,42,male
C04798,29-11-2025,low,Delhi,referral,35,female
C04799,18-05-2025,medium,Chennai,ads,49,male
C04800,30-03-2025,low,Ahmedabad,ads,35,male
C04801,13-04-2024,high,Chennai,organic,34,female
C04802,17-03-2024,low,Jaipur,organic,41,male
C04803,17-08-2024,high,Bangalore,referral,47,female
C04804,14-09-2024,high,Ahmedabad,organic,21,male
C04805,20-09-2024,medium,Ahmedabad,ads,23,other
C04806,26-11-2024,medium,Kolkata,ads,31,other
C04807,30-06-2024,low,Kolkata,organic,65,female
C04808,03-07-2025,medium,Bhubaneswar,ads,32,female
C04809,18-11-2025,medium,Pune,ads,33,male
C04810,27-01-2024,medium,Chennai,ads,41,female
C04811,02-10-2024,medium,Hyderabad,organic,44,male
C04812,13-10-2025,medium,Bangalore,organic,36,female
C04813,25-10-2024,medium,Hyderabad,ads,46,male
C04814,31-03-2024,low,Bhubaneswar,referral,23,male
C04815,24-04-2025,low,Jaipur,organic,27,female
C04816,26-07-2025,low,Ahmedabad,referral,46,male
C04817,02-04-2025,medium,Bangalore,ads,35,female
C04818,26-03-2025,low,Bhubaneswar,referral,22,female
C04819,30-12-2024,medium,Bangalore,organic,21,male
C04820,05-11-2025,medium,Mumbai,organic,26,male
C04821,16-12-2024,medium,Chennai,organic,35,male
C04822,16-10-2025,low,Kolkata,organic,39,female
C04823,03-02-2025,low,Chennai,referral,31,other
C04824,09-09-2024,low,Hyderabad,organic,38,female
C04825,03-04-2025,low,Bangalore,ads,30,female
C04826,29-11-2025,low,Delhi,organic,47,male
C04827,13-05-2025,low,Kolkata,ads,60,male
C04828,22-05-2025,medium,Hyderabad,organic,31,male
C04829,30-10-2024,medium,Mumbai,organic,39,female
C04830,15-05-2025,medium,Mumbai,organic,38,male
C04831,20-08-2025,high,Delhi,ads,36,female
C04832,14-06-2024,medium,Ahmedabad,organic,41,female
C04833,18-02-2025,medium,Bangalore,organic,39,male
C04834,06-04-2025,medium,Mumbai,organic,30,male
C04835,23-04-2024,low,Kolkata,referral,48,male
C04836,08-03-2025,low,Hyderabad,ads,37,female
C04837,21-12-2024,high,Delhi,ads,31,male
C04838,25-11-2025,medium,Ahmedabad,ads,59,male
C04839,25-07-2024,medium,Ahmedabad,organic,33,female
C04840,22-08-2024,medium,Bhubaneswar,ads,37,male
C04841,17-03-2025,low,Hyderabad,organic,36,male
C04842,20-12-2024,medium,Kolkata,ads,33,female
C04843,29-05-2025,medium,Mumbai,ads,39,female
C04844,26-07-2024,low,Bhubaneswar,ads,26,female
C04845,09-12-2025,low,Pune,organic,40,male
C04846,04-05-2024,high,Kolkata,organic,18,male
C04847,17-05-2024,low,Bangalore,ads,22,female
C04848,04-12-2024,medium,Hyderabad,ads,53,male
C04849,20-06-2025,medium,Delhi,organic,22,female
C04850,08-03-2024,high,Mumbai,organic,18,male
C04851,26-07-2025,medium,Pune,referral,22,male
C04852,24-06-2025,medium,Bangalore,ads,52,male
C04853,17-01-2025,medium,Delhi,referral,18,female
C04854,19-01-2024,medium,Mumbai,organic,25,female
C04855,13-11-2025,low,Jaipur,ads,20,male
C04856,25-03-2025,medium,Jaipur,organic,32,female
C04857,14-03-2024,high,Ahmedabad,ads,30,male
C04858,26-07-2025,low,Pune,organic,30,male
C04859,26-10-2025,high,Pune,organic,53,male
C04860,02-10-2024,low,Jaipur,organic,23,male
C04861,17-02-2024,medium,Bhubaneswar,ads,33,male
C04862,29-07-2024,medium,Bhubaneswar,ads,38,male
C04863,12-10-2025,medium,Ahmedabad,ads,25,male
C04864,13-09-2025,high,Mumbai,referral,39,male
C04865,25-11-2025,medium,Bhubaneswar,ads,31,male
C04866,23-06-2025,high,Bhubaneswar,ads,38,female
C04867,09-12-2025,medium,Chennai,referral,33,female
C04868,09-07-2024,high,Chennai,ads,18,female
C04869,10-11-2024,medium,Kolkata,organic,48,male
C04870,16-07-2025,medium,Chennai,referral,55,male
C04871,22-10-2025,medium,Mumbai,organic,33,female
C04872,15-07-2025,high,Mumbai,ads,26,female
C04873,22-04-2024,high,Chennai,organic,50,female
C04874,18-06-2024,high,Bangalore,ads,53,female
C04875,12-04-2025,low,Delhi,ads,33,female
C04876,08-11-2025,medium,Ahmedabad,organic,32,female
C04877,14-01-2024,low,Mumbai,ads,34,female
C04878,15-12-2025,medium,Jaipur,ads,18,female
C04879,14-10-2024,medium,Mumbai,organic,32,female
C04880,07-07-2024,medium,Kolkata,organic,52,male
C04881,03-06-2024,low,Mumbai,organic,33,male
C04882,20-07-2025,medium,Pune,referral,24,male
C04883,24-11-2025,high,Jaipur,ads,39,male
C04884,22-12-2025,medium,Delhi,referral,28,male
C04885,15-04-2025,medium,Mumbai,organic,34,male
C04886,15-03-2024,medium,Chennai,organic,22,male
C04887,03-10-2024,medium,Mumbai,organic,24,female
C04888,06-10-2025,medium,Ahmedabad,organic,42,male
C04889,08-12-2024,medium,Kolkata,ads,36,female
C04890,28-02-2025,medium,Ahmedabad,referral,27,male
C04891,24-07-2025,low,Delhi,organic,36,female
C04892,25-05-2025,low,Delhi,referral,28,female
C04893,30-06-2024,medium,Delhi,organic,27,male
C04894,02-04-2025,medium,Kolkata,referral,46,female
C04895,04-03-2024,low,Ahmedabad,organic,42,male
C04896,16-09-2024,medium,Bhubaneswar,referral,34,female
C04897,11-07-2024,medium,Pune,organic,36,female
C04898,16-10-2025,low,Delhi,referral,34,male
C04899,07-09-2025,medium,Bangalore,organic,39,male
C04900,09-02-2025,high,Ahmedabad,organic,27,male
C04901,26-12-2025,low,Ahmedabad,ads,43,female
C04902,21-12-2025,high,Chennai,organic,38,female
C04903,02-04-2024,low,Hyderabad,ads,32,male
C04904,05-03-2025,low,Hyderabad,referral,30,female
C04905,15-10-2025,low,Jaipur,ads,43,male
C04906,09-03-2025,high,Kolkata,ads,33,male
C04907,07-02-2025,medium,Delhi,organic,28,female
C04908,09-03-2025,medium,Chennai,ads,31,male
C04909,21-04-2024,medium,Delhi,ads,42,male
C04910,09-01-2025,high,Delhi,referral,18,female
C04911,28-02-2024,medium,Chennai,organic,31,male
C04912,12-02-2024,medium,Chennai,ads,45,male
C04913,25-07-2024,high,Pune,organic,33,male
C04914,22-10-2024,medium,Mumbai,organic,37,female
C04915,27-04-2024,low,Hyderabad,organic,45,female
C04916,15-06-2025,low,Mumbai,organic,43,male
C04917,09-08-2024,low,Jaipur,organic,30,female
C04918,14-06-2024,medium,Chennai,organic,33,female
C04919,04-10-2025,low,Kolkata,referral,44,female
C04920,04-06-2024,low,Jaipur,organic,44,female
C04921,02-07-2024,medium,Chennai,referral,34,male
C04922,30-03-2024,high,Mumbai,organic,34,male
C04923,03-04-2024,medium,Bhubaneswar,organic,37,female
C04924,13-01-2024,medium,Bhubaneswar,ads,48,male
C04925,13-03-2025,medium,Hyderabad,ads,45,male
C04926,21-06-2025,medium,Bangalore,ads,41,male
C04927,09-08-2025,low,Kolkata,ads,24,female
C04928,29-05-2024,medium,Delhi,organic,32,male
C04929,21-10-2025,high,Ahmedabad,ads,32,male
C04930,08-01-2024,low,Jaipur,ads,49,male
C04931,29-01-2024,medium,Chennai,organic,32,female
C04932,22-10-2024,low,Bhubaneswar,referral,47,female
C04933,21-12-2025,high,Bangalore,ads,29,male
C04934,01-10-2025,low,Kolkata,organic,30,female
C04935,05-12-2024,high,Kolkata,referral,39,female
C04936,19-09-2025,medium,Bhubaneswar,referral,50,female
C04937,14-03-2025,high,Ahmedabad,ads,32,male
C04938,23-05-2024,low,Bangalore,organic,18,female
C04939,02-06-2025,low,Pune,referral,19,female
C04940,14-02-2024,medium,Ahmedabad,organic,37,male
C04941,26-08-2024,low,Mumbai,organic,20,male
C04942,03-06-2024,medium,Kolkata,organic,26,male
C04943,29-06-2024,medium,Bangalore,ads,35,female
C04944,02-08-2024,low,Bhubaneswar,referral,18,female
C04945,28-03-2024,medium,Kolkata,ads,31,male
C04946,12-09-2024,medium,Ahmedabad,referral,23,male
C04947,25-05-2025,low,Delhi,organic,20,female
C04948,13-03-2024,low,Delhi,organic,26,female
C04949,27-06-2024,low,Kolkata,ads,24,female
C04950,30-07-2024,low,Bangalore,referral,39,female
C04951,21-08-2024,high,Bangalore,ads,46,male
C04952,09-04-2025,low,Jaipur,organic,31,male
C04953,10-08-2024,medium,Mumbai,organic,29,female
C04954,22-09-2025,low,Jaipur,organic,30,male
C04955,20-09-2024,medium,Jaipur,organic,23,male
C04956,25-07-2024,medium,Mumbai,organic,22,male
C04957,29-08-2025,medium,Bhubaneswar,referral,18,female
C04958,31-12-2024,medium,Delhi,ads,21,male
C04959,02-10-2024,high,Bhubaneswar,ads,51,male
C04960,14-01-2025,low,Jaipur,organic,28,female
C04961,04-11-2024,low,Bangalore,organic,18,female
C04962,22-09-2025,high,Mumbai,ads,29,female
C04963,24-09-2024,low,Ahmedabad,referral,19,female
C04964,04-03-2024,medium,Chennai,ads,35,male
C04965,15-12-2024,medium,Chennai,referral,34,male
C04966,08-05-2025,medium,Hyderabad,referral,35,female
C04967,06-06-2025,low,Kolkata,organic,34,female
C04968,07-04-2024,low,Pune,organic,31,female
C04969,11-03-2024,medium,Pune,ads,20,male
C04970,29-12-2024,medium,Ahmedabad,ads,34,male
C04971,23-07-2025,high,Hyderabad,organic,45,female
C04972,02-10-2024,medium,Delhi,ads,53,female
C04973,19-02-2024,high,Ahmedabad,ads,32,other
C04974,23-12-2024,medium,Jaipur,referral,33,female
C04975,28-12-2025,medium,Ahmedabad,organic,40,female
C04976,17-07-2025,low,Chennai,organic,49,female
C04977,29-04-2025,medium,Pune,ads,30,female
C04978,24-03-2024,medium,Delhi,ads,41,male
C04979,29-09-2025,medium,Kolkata,ads,26,female
C04980,06-08-2025,low,Jaipur,referral,38,female
C04981,22-10-2024,low,Kolkata,ads,44,female
C04982,23-08-2024,low,Chennai,ads,22,female
C04983,25-02-2024,medium,Hyderabad,organic,29,male
C04984,25-12-2024,low,Kolkata,ads,44,male
C04985,19-04-2024,high,Hyderabad,ads,41,male
C04986,10-07-2024,medium,Jaipur,referral,45,male
C04987,02-04-2024,medium,Pune,referral,43,male
C04988,21-07-2025,medium,Bangalore,ads,31,female
C04989,29-02-2024,low,Ahmedabad,ads,56,male
C04990,11-10-2025,low,Bhubaneswar,organic,36,male
C04991,08-02-2024,high,Delhi,organic,18,other
C04992,23-06-2025,high,Mumbai,organic,32,male
C04993,18-02-2024,medium,Mumbai,organic,30,female
C04994,23-02-2025,medium,Jaipur,ads,42,male
C04995,28-09-2025,medium,Ahmedabad,organic,30,female
C04996,13-01-2024,low,Ahmedabad,ads,45,male
C04997,05-02-2024,low,Ahmedabad,ads,40,female
C04998,10-04-2024,medium,Delhi,ads,24,female
C04999,26-03-2024,low,Pune,ads,33,female
C05000,30-05-2025,medium,Bangalore,organic,27,male
C05001,10-08-2024,medium,Ahmedabad,referral,36,male
C05002,03-12-2024,medium,Bhubaneswar,organic,27,female
C05003,14-06-2024,medium,Bangalore,referral,35,male
C05004,17-01-2025,low,Delhi,organic,32,male
C05005,10-01-2025,medium,Ahmedabad,ads,33,female
C05006,15-04-2025,medium,Jaipur,organic,55,male
C05007,03-10-2025,medium,Delhi,organic,31,male
C05008,31-01-2024,low,Bangalore,ads,18,male
C05009,09-01-2025,medium,Hyderabad,ads,45,male
C05010,11-01-2024,low,Hyderabad,organic,45,male
C05011,28-10-2024,low,Jaipur,ads,18,male
C05012,05-04-2024,medium,Kolkata,organic,27,female
C05013,08-07-2024,medium,Mumbai,organic,39,female
C05014,28-03-2025,low,Jaipur,referral,40,male
C05015,10-07-2024,medium,Hyderabad,referral,34,female
C05016,30-04-2025,low,Jaipur,ads,35,female
C05017,22-09-2024,medium,Chennai,organic,25,female
C05018,27-02-2025,high,Hyderabad,organic,18,other
C05019,07-05-2024,low,Pune,referral,55,male
C05020,25-08-2024,low,Ahmedabad,organic,25,female
C05021,20-12-2024,low,Pune,referral,36,female
C05022,21-04-2024,medium,Kolkata,organic,33,male
C05023,21-03-2025,low,Jaipur,referral,43,female
C05024,08-12-2024,low,Chennai,organic,36,female
C05025,24-05-2024,low,Hyderabad,organic,36,male
C05026,05-03-2024,medium,Ahmedabad,ads,18,male
C05027,03-09-2024,medium,Chennai,referral,26,female
C05028,04-05-2025,low,Chennai,referral,42,female
C05029,14-03-2025,medium,Pune,ads,41,female
C05030,15-04-2024,medium,Mumbai,ads,25,female
C05031,29-06-2024,medium,Bangalore,ads,19,male
C05032,02-07-2024,medium,Mumbai,ads,36,male
C05033,13-08-2024,medium,Jaipur,referral,18,female
C05034,29-03-2024,high,Jaipur,ads,23,female
C05035,18-11-2025,low,Mumbai,ads,52,female
C05036,13-06-2025,medium,Bangalore,ads,49,other
C05037,05-01-2025,medium,Hyderabad,ads,39,female
C05038,02-02-2025,high,Chennai,referral,38,male
C05039,15-04-2024,high,Chennai,organic,18,male
C05040,27-09-2024,medium,Mumbai,organic,27,male
C05041,17-05-2025,low,Mumbai,ads,32,male
C05042,09-11-2025,high,Delhi,organic,27,female
C05043,08-06-2025,low,Bangalore,ads,31,male
C05044,01-02-2024,medium,Pune,referral,47,female
C05045,27-01-2025,medium,Chennai,ads,29,female
C05046,09-02-2024,high,Pune,referral,31,female
C05047,21-10-2025,high,Ahmedabad,organic,42,male
C05048,05-08-2024,low,Hyderabad,referral,20,male
C05049,31-12-2025,low,Mumbai,ads,26,female
C05050,22-03-2024,medium,Delhi,organic,27,female
C05051,20-12-2025,high,Delhi,ads,35,female
C05052,19-07-2024,medium,Jaipur,referral,31,female
C05053,22-03-2025,medium,Ahmedabad,organic,31,male
C05054,03-03-2025,low,Hyderabad,ads,28,male
C05055,07-02-2024,medium,Hyderabad,referral,24,female
C05056,29-07-2024,low,Kolkata,organic,41,male
C05057,19-03-2025,medium,Mumbai,ads,31,female
C05058,22-11-2024,medium,Jaipur,ads,41,female
C05059,14-08-2024,medium,Bangalore,organic,23,male
C05060,17-02-2024,high,Bangalore,ads,28,male
C05061,18-01-2024,low,Bhubaneswar,organic,32,female
C05062,14-03-2025,medium,Hyderabad,ads,33,female
C05063,08-12-2025,low,Pune,organic,42,female
C05064,05-07-2024,high,Ahmedabad,organic,30,male
C05065,10-12-2024,low,Delhi,ads,42,male
C05066,11-08-2024,high,Mumbai,organic,38,other
C05067,02-05-2025,low,Ahmedabad,organic,33,male
C05068,16-08-2024,low,Chennai,referral,25,female
C05069,24-01-2025,low,Kolkata,referral,42,male
C05070,11-08-2025,medium,Delhi,referral,25,female
C05071,06-07-2024,low,Ahmedabad,ads,34,male
C05072,26-09-2024,medium,Ahmedabad,referral,34,female
C05073,29-08-2025,high,Kolkata,referral,32,other
C05074,05-11-2024,medium,Ahmedabad,ads,31,male
C05075,11-05-2024,high,Jaipur,organic,26,male
C05076,04-07-2025,low,Delhi,organic,18,female
C05077,12-03-2024,high,Chennai,ads,49,male
C05078,02-11-2025,medium,Delhi,referral,30,other
C05079,05-07-2024,medium,Kolkata,ads,33,male
C05080,30-04-2025,medium,Chennai,ads,33,male
C05081,09-07-2024,medium,Bangalore,organic,45,female
C05082,25-02-2025,high,Mumbai,organic,54,female
C05083,29-04-2024,medium,Hyderabad,ads,36,male
C05084,07-08-2024,medium,Bangalore,referral,33,male
C05085,22-02-2024,low,Jaipur,organic,23,male
C05086,26-03-2025,low,Delhi,referral,20,male
C05087,15-02-2025,low,Chennai,organic,18,male
C05088,04-10-2025,high,Mumbai,ads,27,female
C05089,24-08-2024,medium,Mumbai,ads,18,male
C05090,20-12-2025,high,Kolkata,referral,45,male
C05091,09-02-2025,high,Kolkata,organic,39,female
C05092,30-08-2025,medium,Kolkata,organic,32,male
C05093,25-02-2025,medium,Pune,organic,46,female
C05094,12-12-2025,medium,Delhi,referral,24,female
C05095,03-09-2024,medium,Bhubaneswar,organic,26,male
C05096,12-03-2024,low,Jaipur,organic,18,female
C05097,03-07-2024,medium,Ahmedabad,ads,42,female
C05098,06-01-2024,medium,Jaipur,ads,26,female
C05099,24-07-2024,medium,Hyderabad,referral,35,female
C05100,27-06-2025,medium,Kolkata,referral,45,female
C05101,02-09-2025,high,Hyderabad,ads,48,male
C05102,21-01-2025,medium,Jaipur,referral,34,male
C05103,29-11-2025,medium,Pune,ads,38,male
C05104,16-03-2024,low,Hyderabad,organic,25,female
C05105,25-06-2024,low,Delhi,referral,51,female
C05106,14-12-2024,medium,Chennai,ads,33,male
C05107,11-09-2024,medium,Bhubaneswar,ads,35,male
C05108,02-12-2025,medium,Bhubaneswar,ads,30,female
C05109,03-11-2024,low,Jaipur,ads,46,male
C05110,10-12-2024,medium,Ahmedabad,organic,36,male
C05111,06-05-2024,medium,Kolkata,ads,42,male
C05112,13-10-2024,high,Jaipur,referral,38,male
C05113,25-12-2025,high,Hyderabad,ads,32,other
C05114,18-08-2025,low,Pune,organic,44,other
C05115,01-05-2025,medium,Chennai,referral,38,male
C05116,17-01-2025,medium,Bhubaneswar,organic,25,other
C05117,09-02-2025,medium,Bangalore,organic,25,male
C05118,22-01-2025,medium,Bhubaneswar,organic,36,female
C05119,08-06-2025,low,Chennai,organic,44,male
C05120,10-07-2025,low,Delhi,ads,51,female
C05121,30-09-2025,medium,Hyderabad,ads,18,male
C05122,17-09-2025,high,Mumbai,referral,35,male
C05123,02-10-2024,medium,Pune,referral,39,female
C05124,14-05-2025,medium,Ahmedabad,referral,37,male
C05125,17-12-2025,medium,Bangalore,ads,45,other
C05126,02-12-2024,medium,Jaipur,ads,41,male
C05127,25-04-2025,high,Kolkata,referral,25,male
C05128,29-09-2024,medium,Kolkata,ads,24,female
C05129,27-02-2024,high,Kolkata,ads,38,female
C05130,23-11-2024,low,Bangalore,ads,44,male
C05131,31-12-2025,medium,Chennai,organic,36,male
C05132,18-04-2024,low,Ahmedabad,ads,19,female
C05133,05-10-2024,high,Bhubaneswar,ads,24,male
C05134,16-11-2025,medium,Jaipur,ads,41,female
C05135,23-11-2024,low,Mumbai,organic,31,female
C05136,10-11-2024,medium,Ahmedabad,ads,36,female
C05137,18-04-2025,low,Jaipur,referral,45,other
C05138,20-04-2024,medium,Mumbai,referral,22,female
C05139,29-11-2025,medium,Pune,organic,30,male
C05140,16-08-2024,medium,Chennai,organic,29,male
C05141,11-05-2025,medium,Pune,ads,38,male
C05142,04-06-2024,medium,Chennai,ads,42,male
C05143,17-04-2025,medium,Hyderabad,organic,20,male
C05144,01-12-2025,medium,Bhubaneswar,organic,34,female
C05145,28-09-2024,medium,Delhi,referral,43,female
C05146,02-01-2024,medium,Delhi,ads,18,female
C05147,22-12-2025,medium,Chennai,ads,34,female
C05148,25-05-2025,high,Delhi,ads,22,male
C05149,12-10-2024,medium,Bangalore,ads,28,female
C05150,13-01-2024,low,Jaipur,organic,18,female
C05151,30-08-2025,low,Ahmedabad,ads,48,female
C05152,12-05-2025,medium,Pune,organic,31,male
C05153,25-08-2024,low,Hyderabad,ads,26,female
C05154,03-04-2024,medium,Bhubaneswar,organic,38,female
C05155,03-12-2024,low,Bhubaneswar,ads,24,male
C05156,19-06-2024,low,Hyderabad,ads,23,male
C05157,28-08-2025,low,Kolkata,organic,50,female
C05158,22-10-2025,high,Kolkata,organic,53,female
C05159,15-09-2025,medium,Kolkata,organic,29,female
C05160,20-07-2025,high,Hyderabad,ads,45,male
C05161,11-04-2025,low,Delhi,organic,38,male
C05162,19-09-2025,medium,Mumbai,organic,20,male
C05163,22-05-2024,low,Hyderabad,ads,25,male
C05164,19-07-2024,medium,Delhi,ads,50,female
C05165,28-06-2024,low,Ahmedabad,organic,20,female
C05166,14-12-2025,high,Hyderabad,ads,57,female
C05167,29-12-2024,high,Pune,referral,29,other
C05168,23-04-2025,medium,Delhi,referral,50,male
C05169,18-07-2025,medium,Bhubaneswar,organic,31,male
C05170,15-04-2025,medium,Chennai,referral,42,male
C05171,18-01-2025,low,Chennai,ads,48,female
C05172,22-11-2025,high,Hyderabad,referral,48,male
C05173,20-02-2025,medium,Pune,ads,29,female
C05174,03-11-2024,low,Pune,ads,26,male
C05175,10-10-2025,high,Chennai,ads,34,male
C05176,24-11-2025,low,Delhi,ads,21,male
C05177,01-01-2025,low,Ahmedabad,ads,37,male
C05178,01-01-2024,high,Hyderabad,organic,26,female
C05179,13-02-2024,medium,Ahmedabad,organic,45,female
C05180,07-04-2024,medium,Kolkata,ads,29,male
C05181,20-12-2025,low,Mumbai,referral,18,female
C05182,21-09-2024,medium,Bangalore,ads,49,female
C05183,19-05-2024,medium,Kolkata,ads,36,female
C05184,25-04-2025,low,Jaipur,ads,35,male
C05185,24-08-2024,high,Bhubaneswar,organic,45,female
C05186,12-03-2024,low,Bangalore,organic,43,male
C05187,28-10-2025,low,Bhubaneswar,ads,27,male
C05188,08-07-2024,medium,Hyderabad,referral,30,male
C05189,24-09-2024,low,Kolkata,organic,23,female
C05190,16-11-2024,low,Pune,ads,20,female
C05191,16-04-2024,medium,Chennai,organic,40,female
C05192,19-08-2024,medium,Chennai,organic,38,female
C05193,11-02-2024,medium,Ahmedabad,organic,42,other
C05194,02-12-2025,high,Bangalore,ads,47,female
C05195,18-05-2024,low,Jaipur,organic,42,male
C05196,06-09-2025,high,Kolkata,organic,43,female
C05197,13-11-2025,medium,Chennai,ads,18,male
C05198,29-09-2024,medium,Delhi,referral,31,female
C05199,25-04-2025,high,Pune,organic,44,female
C05200,19-02-2025,low,Bhubaneswar,ads,23,female
C05201,20-05-2025,low,Hyderabad,organic,35,male
C05202,25-12-2025,medium,Ahmedabad,referral,40,female
C05203,27-02-2025,medium,Bangalore,ads,39,male
C05204,10-02-2025,high,Mumbai,referral,38,male
C05205,21-07-2025,medium,Chennai,organic,40,female
