customer_id,final_score,churn_prob,purchase_prob,expected_revenue,selected,customer_segment,engagement_segment,age,gender,location,acquisition_channel
C04514,0,0.52143475,0.000190156,0,0,medium,No Interaction,34,female,Pune,referral
C04454,0,0.55609807,0.000281428,0,0,medium,No Interaction,40,male,Hyderabad,referral
C06151,0,0.539901976,4.28E-05,0,0,low,No Interaction,18,female,Kolkata,ads
C03911,0,0.506492649,0.000210352,0,0,high,No Interaction,40,female,Mumbai,referral
C01291,0,0.56534654,0.000148068,0,0,medium,No Interaction,50,male,Bhubaneswar,organic
C01374,0,0.52388489,8.12E-05,0,0,high,No Interaction,41,male,Bhubaneswar,organic
C03016,0,0.575191193,0.000406998,0,0,medium,No Interaction,29,female,Mumbai,organic
C01920,0,0.548220893,0.00015051,0,0,medium,No Interaction,27,male,Bhubaneswar,referral
C07026,0,0.545691383,0.000631834,0,0,medium,No Interaction,35,male,Delhi,ads
C07796,0,0.567936734,0.000405079,0,0,medium,No Interaction,34,male,Ahmedabad,ads
C02591,0,0.571517065,0.000430695,0,0,medium,No Interaction,47,female,Mumbai,ads
C03969,0,0.516979149,0.000227051,0,0,medium,No Interaction,21,female,Bangalore,referral
C03844,0,0.559166238,0.000263787,0,0,medium,No Interaction,35,female,Kolkata,ads
C05767,0,0.517558269,3.84E-05,0,0,low,No Interaction,18,male,Pune,organic
C01392,0,0.543847189,7.71E-05,0,0,low,No Interaction,35,male,Mumbai,organic
C05876,0,0.506970555,0.000486033,0,0,medium,No Interaction,46,male,Jaipur,referral
C04165,0,0.490873752,0.000125924,0,0,high,No Interaction,41,female,Kolkata,referral
C06097,0,0.550909833,0.000120011,0,0,medium,No Interaction,45,female,Bhubaneswar,referral
C06660,0,0.543625544,0.000211214,0,0,medium,No Interaction,38,female,Pune,ads
C04471,0,0.54746423,0.000381703,0,0,medium,No Interaction,52,female,Mumbai,referral
C06546,0,0.559119476,4.67E-05,0,0,low,No Interaction,24,male,Hyderabad,organic
C07728,0,0.517460353,4.02E-05,0,0,low,No Interaction,18,female,Bangalore,ads
C01323,0,0.560869798,3.70E-05,0,0,low,No Interaction,46,female,Hyderabad,organic
C02309,0,0.566409063,0.000237753,0,0,medium,No Interaction,25,female,Hyderabad,referral
C02696,0,0.565856241,0.000366401,0,0,medium,No Interaction,41,male,Ahmedabad,organic
C02974,0,0.543384863,8.37E-05,0,0,low,No Interaction,39,male,Mumbai,ads
C04584,0,0.577260371,0.000449959,0,0,medium,No Interaction,22,female,Mumbai,ads
C06866,0,0.50144751,0.000115374,0,0,high,No Interaction,31,female,Pune,ads
C03313,0,0.581412994,0.000294873,0,0,medium,No Interaction,27,male,Hyderabad,organic
C02177,0,0.527686456,0.00022402,0,0,high,No Interaction,20,male,Ahmedabad,ads
C01830,0,0.555094874,0.000327354,0,0,medium,No Interaction,23,male,Kolkata,ads
C04370,0,0.53335919,4.08E-05,0,0,low,No Interaction,46,female,Kolkata,ads
C05180,0,0.553701949,0.000323934,0,0,medium,No Interaction,29,male,Kolkata,ads
C02220,0,0.536620319,0.000236659,0,0,medium,No Interaction,33,female,Kolkata,referral
C05398,0,0.572897277,0.000435242,0,0,medium,No Interaction,41,female,Mumbai,ads
C05636,0,0.580040128,0.000291792,0,0,medium,No Interaction,33,male,Hyderabad,organic
C04001,0,0.549228165,6.01E-05,0,0,high,No Interaction,27,other,Ahmedabad,organic
C02848,0,0.524494336,3.44E-05,0,0,low,No Interaction,20,female,Pune,ads
C05344,0,0.555147084,7.14E-05,0,0,low,No Interaction,18,female,Mumbai,ads
C06615,0,0.530484001,4.97E-05,0,0,low,No Interaction,34,male,Chennai,ads
C04900,0,0.525574052,0.000202626,0,0,high,No Interaction,27,male,Ahmedabad,organic
C07313,0,0.53180117,0.000550331,0,0,medium,No Interaction,39,male,Jaipur,ads
C07160,0,0.531888128,5.03E-05,0,0,low,No Interaction,28,male,Chennai,ads
C02185,0,0.524482925,0.00010031,0,0,high,No Interaction,40,other,Delhi,ads
C06267,0,0.587702323,0.000241808,0,0,medium,No Interaction,29,female,Hyderabad,organic
C07818,0,0.500420769,4.54E-05,0,0,low,No Interaction,61,male,Bangalore,ads
C01611,0,0.544289219,0.000574527,0,0,medium,No Interaction,39,male,Delhi,organic
C07863,0,0.527610911,5.00E-05,0,0,low,No Interaction,41,male,Kolkata,ads
C04203,0,0.545490098,0.000214192,0,0,medium,No Interaction,30,female,Pune,ads
C04058,0,0.560614374,0.000238657,0,0,medium,No Interaction,32,female,Chennai,organic
C04661,0,0.561708821,0.000247099,0,0,medium,No Interaction,22,female,Kolkata,organic
C02568,0,0.517212256,0.000184257,0,0,medium,No Interaction,52,female,Pune,referral
C05243,0,0.479373339,0.000306467,0,0,high,No Interaction,32,male,Delhi,referral
C05947,0,0.549105251,4.74E-05,0,0,low,No Interaction,43,female,Ahmedabad,organic
C02115,0,0.506289821,4.35E-05,0,0,low,No Interaction,34,male,Bangalore,organic
C06770,0,0.487689967,0.000151157,0,0,high,No Interaction,26,male,Bangalore,organic
C04561,0,0.48861714,0.000298563,0,0,high,No Interaction,36,male,Jaipur,ads
C04722,0,0.54082798,0.000255302,0,0,medium,No Interaction,18,female,Bangalore,ads
C06451,0,0.464974163,0.00026599,0,0,high,No Interaction,38,male,Jaipur,referral
C06767,0,0.544502102,2.37E-05,0,0,low,No Interaction,40,male,Bhubaneswar,organic
C07872,0,0.530480017,4.57E-05,0,0,low,No Interaction,32,male,Chennai,organic
C05960,0,0.494150297,0.000243126,0,0,high,No Interaction,42,female,Jaipur,ads
C03464,0,0.523460714,0.000264107,0,0,high,No Interaction,35,male,Mumbai,organic
C07879,0,0.587706199,0.000263157,0,0,medium,No Interaction,31,female,Hyderabad,ads
C02299,0,0.504175394,4.46E-05,0,0,low,No Interaction,42,male,Kolkata,referral
C01508,0,0.51440531,3.61E-05,0,0,low,No Interaction,29,female,Bangalore,organic
C03244,0,0.510504026,0.000157043,0,0,high,No Interaction,30,male,Chennai,organic
C03883,0,0.568854948,0.000540104,0,0,medium,No Interaction,29,male,Mumbai,ads
C06846,0,0.576568339,0.000411295,0,0,medium,No Interaction,23,female,Mumbai,organic
C06650,0,0.529706756,0.000276229,0,0,medium,No Interaction,34,male,Bangalore,organic
C02386,0,0.561195491,0.000292478,0,0,medium,No Interaction,18,male,Hyderabad,referral
C04914,0,0.573353184,0.000401339,0,0,medium,No Interaction,37,female,Mumbai,organic
C05182,0,0.533585445,0.000241817,0,0,medium,No Interaction,49,female,Bangalore,ads
C06759,0,0.556958765,2.22E-05,0,0,low,No Interaction,18,female,Bhubaneswar,ads
C02170,0,0.516977639,0.00014015,0,0,high,No Interaction,34,female,Chennai,ads
C04025,0,0.563527958,7.81E-05,0,0,medium,No Interaction,24,other,Pune,ads
C04543,0,0.569776628,0.000543898,0,0,medium,No Interaction,25,male,Mumbai,ads
C05118,0,0.575377075,0.000124868,0,0,medium,No Interaction,36,female,Bhubaneswar,organic
C06138,0,0.566321831,0.000400146,0,0,medium,No Interaction,41,male,Ahmedabad,ads
C05149,0,0.538493414,0.000250872,0,0,medium,No Interaction,28,female,Bangalore,ads
C07813,0,0.57450218,0.000404867,0,0,medium,No Interaction,32,female,Mumbai,organic
C03817,0,0.572897295,0.00030205,0,0,medium,No Interaction,40,female,Ahmedabad,organic
C07348,0,0.549293585,2.09E-05,0,0,low,No Interaction,51,female,Bhubaneswar,ads
C01615,0,0.494381203,0.000223792,0,0,high,No Interaction,39,female,Jaipur,organic
C06511,0,0.512454217,0.000139137,0,0,high,No Interaction,48,female,Kolkata,ads
C07812,0,0.533200843,0.000511033,0,0,medium,No Interaction,31,male,Jaipur,organic
C04497,0,0.500471811,0.000310061,0,0,high,No Interaction,39,male,Delhi,organic
C01782,0,0.532777099,0.000476418,0,0,medium,No Interaction,21,female,Delhi,referral
C01837,0,0.501583535,0.000259059,0,0,medium,No Interaction,57,male,Bangalore,referral
C02592,0,0.554402582,2.00E-05,0,0,low,No Interaction,27,female,Bhubaneswar,organic
C05647,0,0.503796794,0.000117412,0,0,high,No Interaction,21,female,Pune,ads
C05380,0,0.547117006,6.50E-05,0,0,low,No Interaction,24,male,Ahmedabad,ads
C01903,0,0.470501898,0.000120178,0,0,high,No Interaction,32,female,Bangalore,referral
C04601,0,0.492740928,0.000240585,0,0,high,No Interaction,48,female,Jaipur,ads
C07645,0,0.502383238,0.000106758,0,0,high,No Interaction,25,female,Pune,organic
C05163,0,0.559355057,5.09E-05,0,0,low,No Interaction,25,male,Hyderabad,ads
C02054,0,0.581416887,0.000320906,0,0,medium,No Interaction,29,male,Hyderabad,ads
C04744,0,0.539510603,3.64E-05,0,0,low,No Interaction,41,female,Hyderabad,referral
C05734,0,0.542423871,0.000566539,0,0,medium,No Interaction,47,male,Delhi,organic
C05347,0,0.567804973,4.24E-05,0,0,low,No Interaction,18,female,Hyderabad,ads
C03799,0,0.537309534,0.000448166,0,0,medium,No Interaction,45,female,Jaipur,ads
C06327,0,0.51075071,3.65E-05,0,0,low,No Interaction,47,male,Pune,organic
C01579,0,0.565473889,0.000182357,0,0,medium,No Interaction,51,other,Delhi,ads
C05428,0,0.562634033,0.000248835,0,0,medium,No Interaction,18,female,Kolkata,organic
C02479,0,0.472827708,0.000220425,0,0,high,No Interaction,34,female,Jaipur,referral
C03551,0,0.546153325,0.000582627,0,0,medium,No Interaction,31,male,Delhi,organic
C02260,0,0.574692051,0.000135183,0,0,medium,No Interaction,41,female,Bhubaneswar,ads
C06548,0,0.56535047,0.000161143,0,0,medium,No Interaction,52,male,Bhubaneswar,ads
C01748,0,0.489570917,0.000135144,0,0,high,No Interaction,52,male,Pune,ads
C02721,0,0.549326102,0.000387086,0,0,medium,No Interaction,44,female,Mumbai,referral
C07553,0,0.516038923,0.000139172,0,0,high,No Interaction,38,female,Chennai,ads
C02635,0,0.516501675,6.62E-05,0,0,low,No Interaction,32,female,Jaipur,organic
C04481,0,0.544522301,0.000575533,0,0,medium,No Interaction,38,male,Delhi,organic
C07732,0,0.568580554,0.000165141,0,0,medium,No Interaction,38,male,Bhubaneswar,ads
C02038,0,0.573361028,0.00032987,0,0,medium,No Interaction,40,female,Ahmedabad,ads
C04267,0,0.565728261,4.18E-05,0,0,low,No Interaction,27,female,Hyderabad,ads
C05691,0,0.546623116,0.000636272,0,0,medium,No Interaction,31,male,Delhi,ads
C02232,0,0.504482066,0.000265192,0,0,high,No Interaction,19,male,Mumbai,referral
C07940,0,0.539189991,0.000231732,0,0,medium,No Interaction,23,female,Bangalore,organic
C07059,0,0.524684942,0.000573865,0,0,medium,No Interaction,26,male,Delhi,referral
C01726,0,0.543356697,0.000570519,0,0,medium,No Interaction,43,male,Delhi,organic
C07523,0,0.546169659,0.000483726,0,0,medium,No Interaction,28,male,Mumbai,referral
C02991,0,0.49096551,0.000303835,0,0,high,No Interaction,26,male,Jaipur,ads
C05272,0,0.538594842,0.000260286,0,0,medium,No Interaction,30,male,Pune,ads
C04022,0,0.575195119,0.000307384,0,0,medium,No Interaction,30,female,Ahmedabad,organic
C03331,0,0.534449186,0.000290186,0,0,medium,No Interaction,18,male,Chennai,referral
C07183,0,0.553930412,0.000122774,0,0,medium,No Interaction,32,female,Bhubaneswar,referral
C01564,0,0.548481633,0.000592913,0,0,medium,No Interaction,21,male,Delhi,organic
C06965,0,0.525959457,0.000268599,0,0,medium,No Interaction,50,male,Bangalore,organic
C04814,0,0.525836311,2.39E-05,0,0,low,No Interaction,23,male,Bhubaneswar,referral
C03451,0,0.529274528,7.53E-05,0,0,low,No Interaction,33,female,Delhi,organic
C05154,0,0.574917818,0.000124432,0,0,medium,No Interaction,38,female,Bhubaneswar,organic
C02831,0,0.527607129,1.89E-05,0,0,low,No Interaction,45,female,Bhubaneswar,referral
C04359,0,0.506047016,0.00026782,0,0,medium,No Interaction,38,male,Bangalore,referral
C06129,0,0.56017926,4.00E-05,0,0,low,No Interaction,51,female,Hyderabad,ads
C02494,0,0.578899024,0.000314786,0,0,medium,No Interaction,40,male,Hyderabad,ads
C04369,0,0.51789616,9.64E-05,0,0,low,No Interaction,54,male,Delhi,ads
C04826,0,0.519065238,8.93E-05,0,0,low,No Interaction,47,male,Delhi,organic
C06590,0,0.510493495,0.000498961,0,0,medium,No Interaction,31,male,Jaipur,referral
C05492,0,0.574688141,0.000124214,0,0,medium,No Interaction,39,female,Bhubaneswar,organic
C07338,0,0.536683581,0.000230583,0,0,medium,No Interaction,38,female,Chennai,referral
C02402,0,0.556805645,5.00E-05,0,0,low,No Interaction,36,male,Hyderabad,ads
C05277,0,0.570467589,0.000379456,0,0,medium,No Interaction,21,male,Ahmedabad,organic
C02668,0,0.555567003,2.19E-05,0,0,low,No Interaction,24,female,Bhubaneswar,ads
C07073,0,0.536258657,0.000255769,0,0,medium,No Interaction,40,male,Pune,ads
C02797,0,0.530622981,0.000236941,0,0,high,No Interaction,36,female,Mumbai,ads
C05418,0,0.519570315,3.31E-05,0,0,low,No Interaction,41,female,Pune,ads
C05358,0,0.581188163,0.000320345,0,0,medium,No Interaction,30,male,Hyderabad,ads
C07044,0,0.511511019,0.000126955,0,0,high,No Interaction,50,female,Kolkata,organic
C07056,0,0.545024077,0.000213444,0,0,medium,No Interaction,32,female,Pune,ads
C03572,0,0.574462342,0.000134946,0,0,medium,No Interaction,42,female,Bhubaneswar,ads
C03853,0,0.524871022,0.00029046,0,0,high,No Interaction,31,male,Mumbai,ads
C05342,0,0.525994044,8.25E-05,0,0,high,No Interaction,32,male,Bhubaneswar,organic
C06803,0,0.553521959,7.06E-05,0,0,low,No Interaction,25,female,Mumbai,ads
C05216,0,0.577446013,0.000138053,0,0,medium,No Interaction,29,female,Bhubaneswar,ads
C06824,0,0.544084276,8.41E-05,0,0,low,No Interaction,36,male,Mumbai,ads
C02348,0,0.495790678,0.000226155,0,0,high,No Interaction,33,female,Jaipur,organic
C06595,0,0.522991857,0.000263184,0,0,high,No Interaction,37,male,Mumbai,organic
C05371,0,0.536683581,0.000230583,0,0,medium,No Interaction,38,female,Chennai,referral
C02017,0,0.51198063,0.000127401,0,0,high,No Interaction,48,female,Kolkata,organic
C06079,0,0.526718776,4.63E-05,0,0,low,No Interaction,42,female,Ahmedabad,referral
C01491,0,0.530003988,0.000280693,0,0,medium,No Interaction,37,male,Chennai,referral
C03104,0,0.537099476,4.19E-05,0,0,low,No Interaction,30,female,Kolkata,ads
C07386,0,0.496276319,0.000131098,0,0,high,No Interaction,18,female,Kolkata,referral
C01880,0,0.568854948,0.000540104,0,0,medium,No Interaction,29,male,Mumbai,ads
C03663,0,0.525494819,0.000291292,0,0,medium,No Interaction,54,male,Bangalore,ads
C04355,0,0.538493414,0.000250872,0,0,medium,No Interaction,28,female,Bangalore,ads
C03448,0,0.534940991,4.51E-05,0,0,low,No Interaction,31,male,Hyderabad,referral
C07930,0,0.526435679,4.55E-05,0,0,low,No Interaction,44,male,Kolkata,organic
C03213,0,0.553562186,8.21E-05,0,0,medium,No Interaction,33,other,Bangalore,organic
C03932,0,0.585423391,0.000237611,0,0,medium,No Interaction,39,female,Hyderabad,organic
C05497,0,0.497919498,0.000103265,0,0,high,No Interaction,44,female,Pune,organic
C02179,0,0.558553956,3.63E-05,0,0,low,No Interaction,56,female,Hyderabad,organic
C04343,0,0.526119271,9.33E-05,0,0,high,No Interaction,31,other,Delhi,organic
C07417,0,0.55717889,0.000125821,0,0,medium,No Interaction,18,female,Bhubaneswar,referral
C07476,0,0.52167714,3.09E-05,0,0,low,No Interaction,30,female,Pune,organic
C04512,0,0.543621575,0.000194077,0,0,medium,No Interaction,36,female,Pune,organic
C01347,0,0.555157705,0.00031895,0,0,medium,No Interaction,28,male,Chennai,ads
C03970,0,0.548615701,0.000504736,0,0,medium,No Interaction,52,female,Delhi,ads
C03524,0,0.55303332,0.000521802,0,0,medium,No Interaction,33,female,Delhi,ads
C07292,0,0.536711613,0.000570932,0,0,medium,No Interaction,18,male,Jaipur,ads
C03540,0,0.507988344,0.000123665,0,0,high,No Interaction,65,female,Kolkata,organic
C07565,0,0.517208306,0.000129004,0,0,high,No Interaction,31,female,Chennai,organic
C01553,0,0.56793279,0.000536336,0,0,medium,No Interaction,33,male,Mumbai,ads
C03454,0,0.571114405,0.000168353,0,0,medium,No Interaction,27,male,Bhubaneswar,ads
C04208,0,0.48064909,0.000143423,0,0,high,No Interaction,56,male,Bangalore,organic
C05572,0,0.567296308,7.01E-06,0,0,low,No Interaction,43,other,Bhubaneswar,organic
C06806,0,0.528055691,0.000535134,0,0,medium,No Interaction,55,male,Jaipur,ads
C02584,0,0.551426879,6.38E-05,0,0,low,No Interaction,32,female,Mumbai,organic
C05409,0,0.546623116,0.000636272,0,0,medium,No Interaction,31,male,Delhi,ads
C04697,0,0.542238687,0.000139536,0,0,high,No Interaction,41,female,Hyderabad,ads
C05981,0,0.517446953,0.000140641,0,0,high,No Interaction,32,female,Chennai,ads
C01455,0,0.553005168,0.000322238,0,0,medium,No Interaction,32,male,Kolkata,ads
C03014,0,0.573812878,0.000402746,0,0,medium,No Interaction,35,female,Mumbai,organic
C03583,0,0.490113342,3.62E-05,0,0,low,No Interaction,38,male,Pune,referral
C07583,0,0.548181075,0.000278081,0,0,medium,No Interaction,56,male,Chennai,organic
C07264,0,0.578592088,0.000139267,0,0,medium,No Interaction,24,female,Bhubaneswar,ads
C05064,0,0.52487104,0.000201565,0,0,high,No Interaction,30,male,Ahmedabad,organic
C05926,0,0.587706199,0.000263157,0,0,medium,No Interaction,31,female,Hyderabad,ads
C05031,0,0.533688566,0.000309697,0,0,medium,No Interaction,19,male,Bangalore,ads
C05486,0,0.554925617,0.000318392,0,0,medium,No Interaction,29,male,Chennai,ads
C01623,0,0.557729111,4.62E-05,0,0,low,No Interaction,30,male,Hyderabad,organic
C06586,0,0.512618679,8.95E-05,0,0,low,No Interaction,21,male,Jaipur,ads
C06712,0,0.521350545,0.000259978,0,0,high,No Interaction,44,male,Mumbai,organic
C00241,0,0.528572081,7.49E-05,0,0,low,No Interaction,36,female,Delhi,organic
C05267,0,0.546153325,0.000582627,0,0,medium,No Interaction,31,male,Delhi,organic
C07540,0,0.502857095,0.000116592,0,0,high,No Interaction,25,female,Pune,ads
C04404,0,0.510883549,3.52E-05,0,0,low,No Interaction,44,female,Bangalore,organic
C01287,0,0.541041431,0.000423508,0,0,medium,No Interaction,27,female,Jaipur,organic
C06753,0,0.535451987,0.000225332,0,0,medium,No Interaction,39,female,Bangalore,organic
C04492,0,0.533309566,2.60E-05,0,0,low,No Interaction,34,other,Jaipur,ads
C03291,0,0.55167391,0.000310684,0,0,medium,No Interaction,43,male,Chennai,ads
C07469,0,0.529403973,6.61E-05,0,0,high,No Interaction,47,female,Bhubaneswar,organic
C02281,0,0.549795334,0.000293369,0,0,medium,No Interaction,43,female,Ahmedabad,referral
C04734,0,0.551667248,5.25E-05,0,0,low,No Interaction,34,female,Ahmedabad,ads
C07824,0,0.568624453,0.000539159,0,0,medium,No Interaction,30,male,Mumbai,ads
C04635,0,0.56719693,0.000163416,0,0,medium,No Interaction,44,male,Bhubaneswar,ads
C06519,0,0.492609612,0.000307581,0,0,high,No Interaction,19,male,Jaipur,ads
C01884,0,0.566421256,1.72E-05,0,0,low,No Interaction,40,other,Ahmedabad,organic
C06404,0,0.536240265,0.000522793,0,0,medium,No Interaction,18,male,Jaipur,organic
C07640,0,0.520504554,3.06E-05,0,0,low,No Interaction,35,female,Pune,organic
C03328,0,0.57381679,0.0004383,0,0,medium,No Interaction,37,female,Mumbai,ads
C07331,0,0.529032513,0.000463261,0,0,medium,No Interaction,37,female,Delhi,referral
C01268,0,0.507213348,7.90E-05,0,0,low,No Interaction,42,male,Jaipur,organic
C02453,0,0.566548673,0.000530734,0,0,medium,No Interaction,39,male,Mumbai,ads
C03801,0,0.546619151,0.00058467,0,0,medium,No Interaction,29,male,Delhi,organic
C06610,0,0.507452231,8.62E-05,0,0,low,No Interaction,43,male,Jaipur,ads
C05851,0,0.5480201,0.000642988,0,0,medium,No Interaction,25,male,Delhi,ads
C04645,0,0.538810121,3.62E-05,0,0,low,No Interaction,44,female,Hyderabad,referral
C06184,0,0.527651733,6.18E-05,0,0,low,No Interaction,37,female,Mumbai,referral
C05413,0,0.549979454,0.000289434,0,0,medium,No Interaction,43,male,Kolkata,organic
C01878,0,0.509406562,4.52E-05,0,0,low,No Interaction,25,male,Chennai,referral
C02046,0,0.552367131,0.000286983,0,0,medium,No Interaction,38,male,Chennai,organic
C06093,0,0.527444243,0.000272085,0,0,high,No Interaction,18,male,Mumbai,organic
C02014,0,0.532046903,0.000292665,0,0,medium,No Interaction,23,male,Kolkata,referral
C05313,0,0.533513785,0.000288161,0,0,medium,No Interaction,22,male,Chennai,referral
C02064,0,0.533121312,3.74E-05,0,0,low,No Interaction,45,female,Kolkata,organic
C02994,0,0.537439338,0.000172259,0,0,high,No Interaction,32,male,Hyderabad,ads
C04903,0,0.557733057,5.03E-05,0,0,low,No Interaction,32,male,Hyderabad,ads
C06023,0,0.561775393,0.000262012,0,0,medium,No Interaction,29,female,Chennai,ads
C06199,0,0.54402807,0.00014584,0,0,medium,No Interaction,45,male,Bhubaneswar,referral
C04633,0,0.542459573,0.000209373,0,0,medium,No Interaction,43,female,Pune,ads
C05117,0,0.531813168,0.000280615,0,0,medium,No Interaction,25,male,Bangalore,organic
C07233,0,0.544988407,0.000577551,0,0,medium,No Interaction,36,male,Delhi,organic
C04268,0,0.535569877,0.000169863,0,0,high,No Interaction,40,male,Hyderabad,ads
C03541,0,0.532035148,0.000551295,0,0,medium,No Interaction,38,male,Jaipur,ads
C03681,0,0.486738802,0.000294411,0,0,high,No Interaction,44,male,Jaipur,ads
C06498,0,0.552780882,2.15E-05,0,0,low,No Interaction,36,female,Bhubaneswar,ads
C03547,0,0.580501784,0.000318667,0,0,medium,No Interaction,33,male,Hyderabad,ads
C04932,0,0.527138667,1.88E-05,0,0,low,No Interaction,47,female,Bhubaneswar,referral
C05311,0,0.509739928,0.000174495,0,0,high,No Interaction,30,male,Kolkata,ads
C02198,0,0.514874778,3.63E-05,0,0,low,No Interaction,27,female,Bangalore,organic
C03784,0,0.529460639,0.000540783,0,0,medium,No Interaction,49,male,Jaipur,ads
C04838,0,0.562162833,0.000387735,0,0,medium,No Interaction,59,male,Ahmedabad,ads
C04973,0,0.548534056,6.51E-05,0,0,high,No Interaction,32,other,Ahmedabad,ads
C07446,0,0.54402807,0.00014584,0,0,medium,No Interaction,45,male,Bhubaneswar,referral
C01569,0,0.487220148,0.000156823,0,0,high,No Interaction,27,male,Kolkata,referral
C04598,0,0.541041431,0.000423508,0,0,medium,No Interaction,27,female,Jaipur,organic
C05075,0,0.490491803,0.00027821,0,0,high,No Interaction,26,male,Jaipur,organic
C03898,0,0.590894726,0.000120004,0,0,medium,No Interaction,35,other,Ahmedabad,ads
C04412,0,0.497557224,0.000143433,0,0,high,No Interaction,18,male,Pune,ads
C06776,0,0.553064103,0.000288494,0,0,medium,No Interaction,35,male,Chennai,organic
C01479,0,0.487908726,0.000272904,0,0,high,No Interaction,37,male,Jaipur,organic
C02331,0,0.495320844,0.000225365,0,0,high,No Interaction,35,female,Jaipur,organic
C07627,0,0.548583537,0.00028641,0,0,medium,No Interaction,49,male,Kolkata,organic
C03066,0,0.525343714,0.000220132,0,0,high,No Interaction,30,male,Ahmedabad,ads
C03497,0,0.547522548,0.000149721,0,0,medium,No Interaction,30,male,Bhubaneswar,referral
C06043,0,0.548051768,0.000218357,0,0,medium,No Interaction,19,female,Pune,ads
C06236,0,0.53001585,4.96E-05,0,0,low,No Interaction,36,male,Chennai,ads
C07484,0,0.579046383,0.000128416,0,0,medium,No Interaction,20,female,Bhubaneswar,organic
C04542,0,0.529928852,0.000542679,0,0,medium,No Interaction,47,male,Jaipur,ads
C04808,0,0.576757967,0.00013733,0,0,medium,No Interaction,32,female,Bhubaneswar,ads
C03083,0,0.565955193,3.84E-05,0,0,low,No Interaction,24,female,Hyderabad,organic
C07489,0,0.543625544,0.000211214,0,0,medium,No Interaction,38,female,Pune,ads
C05985,0,0.550937806,0.000471985,0,0,medium,No Interaction,40,female,Delhi,organic
C03337,0,0.55922895,0.000257014,0,0,medium,No Interaction,40,female,Chennai,ads
C05793,0,0.549570528,6.85E-05,0,0,low,No Interaction,42,female,Mumbai,ads
C01906,0,0.559343319,0.00028841,0,0,medium,No Interaction,26,male,Hyderabad,referral
C02127,0,0.554859031,0.000123637,0,0,medium,No Interaction,28,female,Bhubaneswar,referral
C04065,0,0.513795118,0.000229868,0,0,medium,No Interaction,37,male,Pune,referral
C02819,0,0.567471535,0.000534462,0,0,medium,No Interaction,35,male,Mumbai,ads
C05022,0,0.552304224,0.000294545,0,0,medium,No Interaction,33,male,Kolkata,organic
C03517,0,0.532551038,7.72E-05,0,0,low,No Interaction,19,female,Delhi,organic
C05378,0,0.553706014,1.99E-05,0,0,low,No Interaction,30,female,Bhubaneswar,organic
C04062,0,0.530913117,7.62E-05,0,0,low,No Interaction,26,female,Delhi,organic
C02279,0,0.50144751,0.000115374,0,0,high,No Interaction,31,female,Pune,ads
C05132,0,0.555151053,5.39E-05,0,0,low,No Interaction,19,female,Ahmedabad,ads
C02071,0,0.580809393,9.63E-05,0,0,medium,No Interaction,18,other,Chennai,ads
C03115,0,0.541957346,0.00056456,0,0,medium,No Interaction,49,male,Delhi,organic
C01324,0,0.56719693,0.000163416,0,0,medium,No Interaction,44,male,Bhubaneswar,ads
C04519,0,0.530210944,7.58E-05,0,0,low,No Interaction,29,female,Delhi,organic
C02361,0,0.512355725,3.61E-05,0,0,low,No Interaction,42,female,Chennai,referral
C07445,0,0.467927412,0.000117886,0,0,high,No Interaction,43,female,Bangalore,referral
C06565,0,0.514409306,3.93E-05,0,0,low,No Interaction,31,female,Bangalore,ads
C06042,0,0.486520069,0.000163071,0,0,high,No Interaction,33,male,Bangalore,ads
C03424,0,0.556148756,0.000236932,0,0,medium,No Interaction,46,female,Kolkata,organic
C02481,0,0.508407777,4.81E-05,0,0,low,No Interaction,27,male,Bangalore,ads
C03831,0,0.539655395,0.000188386,0,0,medium,No Interaction,53,female,Pune,organic
C07986,0,0.487013822,0.000253526,0,0,high,No Interaction,29,female,Delhi,referral
C01399,0,0.5313251,0.000165289,0,0,high,No Interaction,32,female,Ahmedabad,organic
C06275,0,0.537539177,0.000412534,0,0,medium,No Interaction,42,female,Jaipur,organic
C07901,0,0.536858206,0.000247816,0,0,medium,No Interaction,35,female,Bangalore,ads
C04816,0,0.518851102,5.59E-05,0,0,low,No Interaction,46,male,Ahmedabad,referral
C07271,0,0.506747567,8.57E-05,0,0,low,No Interaction,46,male,Jaipur,ads
C06791,0,0.523322346,3.41E-05,0,0,low,No Interaction,25,female,Pune,ads
C06765,0,0.554921666,0.000292563,0,0,medium,No Interaction,27,male,Chennai,organic
C07291,0,0.504234674,0.000347019,0,0,high,No Interaction,25,male,Delhi,ads
C07474,0,0.582230645,0.00025233,0,0,medium,No Interaction,55,female,Hyderabad,ads
C01539,0,0.529484264,5.07E-05,0,0,low,No Interaction,33,male,Kolkata,ads
C04225,0,0.512685007,0.000128072,0,0,high,No Interaction,45,female,Kolkata,organic
C05829,0,0.584971045,0.000257687,0,0,medium,No Interaction,43,female,Hyderabad,ads
C06998,0,0.534603973,0.000516427,0,0,medium,No Interaction,25,male,Jaipur,organic
C03176,0,0.509092328,8.01E-05,0,0,low,No Interaction,34,male,Jaipur,organic
C02502,0,0.55714317,0.000252997,0,0,medium,No Interaction,49,female,Chennai,ads
C04949,0,0.538501031,4.24E-05,0,0,low,No Interaction,24,female,Kolkata,ads
C02487,0,0.507691252,0.000271122,0,0,medium,No Interaction,31,male,Bangalore,referral
